index,PCA_1,PCA_2,KernelPCA_1,KernelPCA_2,UMAP_1,UMAP_2,Random projection_1,Random projection_2,Truncated SVD_1,Truncated SVD_2,Linear Discriminant Analysis_1,Linear Discriminant Analysis_2,Isomap_1,Isomap_2,Standard LLE_1,Standard LLE_2,Modified LLE_1,Modified LLE_2,Hessian LLE_1,Hessian LLE_2,LTSA LLE_1,LTSA LLE_2,MDS_1,MDS_2,Random Trees_1,Random Trees_2,Spectral_1,Spectral_2,t-SNE_1,t-SNE_2,NCA_1,NCA_2,Factory Analysis_1,Factory Analysis_2,tags,sub_tags,data_source,text,top_topic_NMF model (Frobenius norm),top_topic_NMF model (KL divergence),top_topic_MiniBatchNMF model (Frobenius norm),top_topic_MiniBatchNMF model (KL divergence),top_topic_LDA,top_topic_LSA
0,-0.1020294902515874,-0.4190033977031644,-0.006367668,-0.026150469,-4.6750216,-7.893482,0.6791444447912188,-0.9801193953242856,0.42299083,-0.10798217,-1.853699135415571,1.5781043771247587,-0.5888806462805137,-1.0936911239959983,0.0030633739327169,0.0010646786665644,0.036733232574409,-0.0124349256826786,-0.0006824634919715,0.0003441704101772,0.0007163112329741,-0.0003347273835802,0.4086224807104476,-0.2604440445965688,7.008660296577828,-0.9993342568451772,-0.0015925767419215,-0.0033909983308599,-11.141282,-14.0482,-136.22902444130136,-70.70889622566348,-0.2850102128661982,-2.420053257609309,Conspiracy,Political,CT papers,Central Intelligence Agency was responsible for the assassination of President John F. Kennedy.,topic_8,topic_8,topic_8,topic_8,topic_6,topic_2
1,-0.2562197137362785,-0.2545850706929567,-0.015986085,-0.015900617,-6.5277643,-8.005777,0.7508484772542269,-0.1449926819466928,0.3628461,-0.2604757,-0.4550640924978547,2.868689448201162,-1.0203906355749146,-0.8455785451169685,0.0077700034229254,0.0025478735470316,0.0238809908507259,-0.0144642543328719,-0.0005858532327914,0.0002236302966841,0.0006112827938794,-0.0003077706998225,-0.3946304697776437,-0.4949688997830286,6.516696897871781,-2.296367253861135,-0.00184209178256,-0.0028999267561964,-11.989896,-9.7409725,-85.44831189710962,-52.02040152467694,-1.0252175205310794,-1.3774592938368797,Conspiracy,Political,CT papers,the 1996 crash of TWA flight 800 was caused by a U.S. military missile.,topic_8,topic_8,topic_8,topic_8,topic_9,topic_8
2,-0.1136473481628675,-0.2324930700745763,-0.0070917713,-0.014496874,-0.655565,-5.42301,-0.4711825407741465,-1.8786506166272947,0.44962507,-0.119460195,-1.242579575995224,0.1751161598497883,-0.1398234229344843,-1.130991047777112,0.0037228153478911,-0.0080614287245916,-0.039787652759654,-0.0067174801196628,-0.0008231483991955,0.0001552029248849,0.0007748281235478,-0.0002706187509792,-0.1886222014271471,-0.1621257859451594,7.048379073228516,-1.0500822861240982,-0.0012791560695999,-0.0024368165590513,3.862347,-17.111174,-94.43408577200752,-31.92431818388152,-0.4415655811248697,-1.1759703204509404,Conspiracy,Science,CT papers,moon landing was staged and never actually occurred.,topic_9,topic_3,topic_4,topic_9,topic_6,topic_2
3,-0.1135726884303229,-0.1852905247704027,-0.0070866877,-0.011566028,-2.4260213,-2.4941902,0.7371516544918459,-0.7270072301026106,0.44199437,-0.118961975,0.45901395137462,2.5064913219953944,-0.4147494182298706,-0.666594770916818,0.0042926326539502,0.000637306010656,-0.0028028569511256,-0.0098137707359577,-0.000630016615738,0.0002479645380373,0.0006661888842108,-0.0002738717039484,-0.1026105236533144,0.1415640164362297,6.943677639575496,-0.4203834149656156,-0.0014388890565388,-0.002389383553452,-8.881803,-10.442369,-59.44845026526978,-28.720889337257752,-0.3645523608889433,-1.1237836892184507,Conspiracy,Political,CT papers,plane crash that killed Democrat Paul Wellstone was engineered by Republican politicians.,topic_2,topic_7,topic_2,topic_8,topic_7,topic_2
4,0.0413446382300139,-0.0963408357328374,0.0025802734,-0.006020659,10.553242,-4.6270633,1.364381242835233,-1.0150796795823167,0.4281451,0.036115937,0.5314107839176805,1.347641260535292,0.1033954186548888,-0.3054367038698215,-0.0094439539192388,0.0013766113582832,-0.0299206097665446,0.0053409418166771,-0.0007237693783247,0.0004921529007605,0.0008206956526399,-0.0002471250202263,0.4424110671122165,0.0779793878717986,7.15563169702446,-0.1724066042431263,-0.0004267409312687,7.609569688969002e-05,-8.961688,-15.571574,-61.794861281210096,-21.588476451832086,0.2593664566467998,-0.6972965062671568,Conspiracy,Political,CT papers,"Martin Luther King, Jr., was killed by federal agents.",topic_4,topic_5,topic_4,topic_5,topic_6,topic_2
5,-0.001130928572301,-0.174535203170071,-7.1277515e-05,-0.010906101,-2.038034,1.8623196,-0.7899018328650712,-0.9985105974104092,0.22101107,-0.0027233064,-0.2449308711478639,2.0628779213703154,-0.690636405129191,-0.6036426669776225,0.0086778912209827,0.0037483095093504,0.0030551481380137,-0.0139190594095225,-0.0011152389631618,0.0003273133756196,0.0011741281659623,-0.000330807699934,0.7998460213960332,-0.6984276654017977,6.086423579305643,-0.3970155018739215,-0.0013858615663421,-0.0023221722331505,-27.329136,-13.317433,-58.23005520891658,-32.205788351532625,0.0126352407574164,-0.9750862300125824,Conspiracy,Political,CT papers,the Trilateral Commission is responsible for important movements of the international economy.,topic_9,topic_9,topic_9,topic_9,topic_4,topic_2
6,-0.0413897576322866,-0.0629189975325576,-0.0025831792,-0.003916471,4.688319,10.389031,-1.5975974544294709,-0.8923766837273224,0.474738,-0.04724921,-0.5470530746590175,0.5411609675857564,0.0800149888208296,-0.5490949836196616,-0.0038206942781745,0.0045255902845236,-0.0072507986173711,-0.0025008498774073,-0.0008219208123596,0.000286871299344,0.0008687410797928,-0.0001655525792857,-0.2432806531163152,0.0535689320963627,6.989230060916835,-0.6444994575692855,-0.0008620026572082,-0.0007204893942793,3.32442,-12.481537,-58.38918733864281,-42.96163958373769,-0.1302456382083484,-0.2433672500480946,Conspiracy,"Environment, Science",CT papers,global warming is a deliberate fraud.,topic_9,topic_9,topic_9,topic_9,topic_8,topic_9
7,-0.1574920291700391,0.1265927298589078,-0.009825191,0.007883742,-2.330461,13.64406,0.2396944562271558,0.1142085411480841,0.3450157,-0.16042574,-1.969186638774708,0.9546562296014643,-0.587498548892364,0.6491289088323899,0.009924432258659,-0.0137743129473748,0.0362230080625497,-0.0151566720336241,-0.0007904040121438,-0.0004344743671406,0.000702369582205,0.0001433297879451,0.7747502720993941,-0.0807214004860567,6.670529544551052,-1.6712723835341423,-0.0014258464032845,0.0005765071374397,-20.514997,15.752149,-125.49648704097584,-20.253681325287108,-0.7572782270720513,0.5081363439918942,Conspiracy,"Medicine, Science",CT papers,doctors deliberately manufactured the AIDS virus as the product of a biowarfare program targeting gay people.,topic_2,topic_4,topic_2,topic_4,topic_2,topic_2
8,-0.2461746758863411,-0.2298569010159185,-0.015358101,-0.0143318055,-6.2333775,-1.790614,0.9327305478338156,0.1146680362917898,0.3088321,-0.24954265,-1.251519808870279,2.833612638454627,-0.6055320837811068,-0.6952096927513606,0.0045896514552918,0.0018797806754538,-0.0246995339642897,-0.0137900347311303,-0.0005008162217912,0.0005090877194551,0.000550682721914,-0.0004299074646677,0.4454414314566337,-0.8031779251598534,6.212656790470297,-2.5796021902274946,-0.0017177866229525,-0.0030282366816731,-9.207596,-11.396213,-85.3327992213899,-63.13366173030522,-1.0573972903116249,-1.4635994324720012,Fact,Political,CT papers,"The Watergate hotel room used by Democratic National Committee was bugged by Republican officials, operating at the behest of the White House.",topic_2,topic_2,topic_2,topic_2,topic_4,topic_2
9,-0.295546203319476,-0.092464150418649,-0.018435976,-0.0057641454,-4.6469107,12.618022,0.0799330211862715,-0.8047266738835606,0.25940633,-0.29753184,-1.0812719223336966,1.6040265975112873,-1.042877824953487,-0.5084636130757951,0.0063110090731033,-0.0029073326552205,-0.0171823524862528,-0.0179580455203587,-0.0005840406341351,0.0005036577636064,0.0007419210169487,-8.137467458755159e-05,-0.9689376958628532,-0.0357333159481145,6.467146937087315,-2.209415432417144,-0.0018858370903994,-0.00194632596106,-24.60968,5.8108954,-117.79833473791084,-39.81946695940175,-1.3654076902566308,-0.7518761163656905,Fact,"Political, Science",CT papers,"In the 1950s, the Central Intelligence Agency administered LSD and related drugs under Project MKULTRA, in an effort to investigate the possibility of “mind control.”.",topic_9,topic_2,topic_9,topic_9,topic_7,topic_9
