index,PCA_1,PCA_2,KernelPCA_1,KernelPCA_2,UMAP_1,UMAP_2,Random projection_1,Random projection_2,Truncated SVD_1,Truncated SVD_2,Linear Discriminant Analysis_1,Linear Discriminant Analysis_2,Isomap_1,Isomap_2,Standard LLE_1,Standard LLE_2,Modified LLE_1,Modified LLE_2,Hessian LLE_1,Hessian LLE_2,LTSA LLE_1,LTSA LLE_2,MDS_1,MDS_2,Random Trees_1,Random Trees_2,Spectral_1,Spectral_2,t-SNE_1,t-SNE_2,NCA_1,NCA_2,Factory Analysis_1,Factory Analysis_2,tags,sub_tags,data_source,text
0,-0.09595957140200767,-0.4060683346087481,-0.005988308,-0.025330571,8.379845,-3.3956835,0.6791444447912188,-0.9801193953242855,0.41393572,-0.10741551,-1.857037441262346,1.2677254077674749,-0.5333035849888346,-1.0972117836892488,0.00031886524925193587,-0.009290448338392751,0.014267486970183126,-0.031253132388405346,-0.0008312917961790898,-0.0005620695484121594,0.0007193936502058116,-0.00035433956952623006,-0.3419413288196562,-0.0043724345398678255,7.084485999963356,-1.028882990463004,-0.0016177536496608054,-0.0034272071755884455,-0.63661665,17.62637,-115.50965674678372,-70.14377903540515,-0.2673318716859478,-2.374642459403246,Conspiracy,Political,CT papers,Central Intelligence Agency was responsible for the assassination of President John F. Kennedy.
1,-0.2525785165741108,-0.25114868343420665,-0.015759405,-0.015663601,-4.3040867,-11.18849,0.7508484772542269,-0.14499268194669288,0.35666412,-0.26089385,-0.6777809854226082,2.948151602910294,-1.0495428233065507,-0.8646842431211451,0.008428595661501977,-0.020481072824698618,0.015841899006086842,-0.009088471609728732,-0.0007555673835593544,-0.0006027161160022633,0.0006152227691883548,-0.00036018855419034146,-0.6376487259208949,-0.2037484950615496,6.641985669579477,-2.3929706364701575,-0.0018717055490747694,-0.002936074100605461,-4.043661,13.809149,-88.10677194732173,-57.50152934506262,-1.0111157660479195,-1.354185072049252,Conspiracy,Political,CT papers,the 1996 crash of TWA flight 800 was caused by a U.S. military missile.
2,-0.11312723544794814,-0.18395586204716838,-0.007058769,-0.011476552,-6.6890974,4.183347,0.7371516544918459,-0.7270072301026106,0.43876436,-0.12388766,0.39077920800623794,2.3789127432927177,-0.41837144258573444,-0.6911301163967245,0.00461167510389589,-0.0120109416985226,0.009214854373330375,-0.004303819111047389,-0.0009132797379580493,-0.0007448941361584841,0.0006526446482913877,-0.00034138377289297326,-0.16857534233803648,-0.04925799681366042,7.110090641946289,-0.4140555883205011,-0.0014772430448793715,-0.0024399646062321563,-3.2682936,17.733553,-54.66234436256022,-28.39369904112654,-0.36464612603425994,-1.1328798283035366,Conspiracy,Political,CT papers,plane crash that killed Democrat Paul Wellstone was engineered by Republican politicians.
3,0.04307146161363193,-0.08035659192981177,0.0026881369,-0.0049842517,8.442941,7.5552373,1.364381242835233,-1.0150796795823167,0.42501175,0.032749422,0.597159100907816,1.1825150214993574,0.04576540820124617,-0.3784468596575533,-0.009164373513759722,0.005817860678697422,-0.005903429067529071,-0.02988257355788304,-0.0005896236590986493,-8.03391888788307e-05,0.0008016139956061976,-0.00030558089616575094,0.32066373254699165,0.018359404791438685,7.057030220244682,-0.21530003564106742,-0.00039071119726122127,8.599108468694627e-05,24.04677,-3.744566,-56.255956596463115,-19.980103786165532,0.26480764766123144,-0.630737825676212,Conspiracy,Political,CT papers,"Martin Luther King, Jr., was killed by federal agents."
4,0.00010184516736739095,-0.17783352902625263,5.3713034e-06,-0.011087097,-9.892122,-0.14935997,-0.7899018328650712,-0.9985105974104093,0.21874371,-0.0030119866,-0.40237049783961354,2.007265831499961,-0.6513023624046742,-0.6281754760399775,0.009700629482486794,-0.015624167096083564,0.01605423473119532,-0.03528818529408883,-0.0012563508078405894,-0.0004724421564431664,0.0012543488117867396,-0.00040529444877350214,0.4452771153106464,-0.9550855817757696,6.133533135157608,-0.47647568150295266,-0.001332140771080726,-0.002291287984802686,-9.764573,29.8277,-65.23447157673394,-23.666207695999184,0.018603082990717987,-0.9889183710088665,Conspiracy,Political,CT papers,the Trilateral Commission is responsible for important movements of the international economy.
5,-0.04258570056325835,-0.06723723263548723,-0.0026574242,-0.00421415,4.894145,1.7208276,-1.5975974544294709,-0.8923766837273224,0.4750497,-0.05435872,-0.6479734286548238,0.5528376751813507,0.06280459289080678,-0.5535912217289831,-0.0012387776920561625,-0.004619336440444791,0.005634171364240448,-0.03625804348400662,-0.0009512000081525307,-0.0004505753452226894,0.000852203093856785,-0.0002611516047432459,-0.25311772784292963,0.10624825568652553,6.920156127308058,-0.5123427940758256,-0.0008781053988162091,-0.0007797160660400922,0.8716379,-28.146666,-56.2156730639316,-42.126026673960816,-0.13265802555032363,-0.24926363516142597,Conspiracy,"Environment, Science",CT papers,global warming is a deliberate fraud.
6,-0.160940773856744,0.12132146100036724,-0.010040273,0.007597103,-5.405187,10.789512,0.23969445622715585,0.11420854114808413,0.34356394,-0.16710237,-1.729021266132367,0.8590025370627206,-0.6277606808540177,0.613694109854113,0.0036360925095840556,-0.01803035849377639,0.012572971446982956,0.046484487978234006,-0.0004257997781594762,0.0004907901066842864,0.0007269042951814449,0.00012604731474057985,-0.5451446319338896,-0.4985420415174586,6.61070244683556,-1.6780588380082462,-0.001479835919967307,0.00047291707431635114,-30.94211,0.4878123,-120.62837469546577,2.7179837456111513,-0.7671362881953407,0.479260157861408,Conspiracy,"Medicine, Science",CT papers,doctors deliberately manufactured the AIDS virus as the product of a biowarfare program targeting gay people.
7,-0.2444141690338634,-0.22587641278515985,-0.015248094,-0.014082486,-0.39884546,-2.7739542,0.9327305478338157,0.11466803629178984,0.3022257,-0.25100824,-1.341199268473673,2.66414231454298,-0.6119915460412592,-0.7038760249765739,0.0060330091957217,-0.014315812650475901,0.010293882380418685,0.015110042339904619,-0.00030704723422067174,-0.00020193174524162799,0.0005316796004903421,-0.00045051432288372285,-0.14675753351450246,-0.9097813700880312,6.405415126643598,-2.463581120249597,-0.0017349692238808406,-0.00308264511239239,-3.1341603,18.996813,-73.1112746108832,-63.79437635953234,-1.0503493934606303,-1.4594009494468234,Fact,Political,CT papers,"The Watergate hotel room used by Democratic National Committee was bugged by Republican officials, operating at the behest of the White House."
8,-0.29502680251323077,-0.09687955933672099,-0.018403491,-0.006035503,-2.5124245,5.606084,0.07993302118627153,-0.8047266738835606,0.25222844,-0.2989834,-1.3159546350497142,1.682606950312263,-1.0533615077094607,-0.41683179959975425,0.004639481727109973,-0.011981007839903322,0.02066047457163598,-0.023873322532654787,-0.0011014988652918321,-0.0007967923765827076,0.0006594478091311391,-0.00015524992806791998,-0.9502712618531257,0.15605190195103383,6.360007229865211,-2.1559254385172997,-0.001932449567928422,-0.0019630030830174987,-26.490097,7.97225,-106.40788160992183,-39.69259940200981,-1.3636502091811196,-0.7879652335878078,Fact,"Political, Science",CT papers,"In the 1950s, the Central Intelligence Agency administered LSD and related drugs under Project MKULTRA, in an effort to investigate the possibility of “mind control”."
9,-0.3519081278693781,-0.21490075178791582,-0.021953238,-0.013391608,-6.4707685,4.4485893,0.4273809761896378,-0.28768482255056604,0.2584393,-0.35660356,-0.4297112657165205,2.8042303279811946,-1.3323483240891525,-0.9213687286265948,0.007823217415060185,-0.018034699285973302,0.014627053825574594,0.02750492971659557,-0.00045172764359170144,-0.000458628669977586,0.0004211063712065131,-0.0003667232230421331,-0.6567242568102875,-0.7668992621221822,6.508151213463992,-2.130413982507024,-0.002113758533899961,-0.0032061419575357478,-7.4354053,16.089104,-110.60572835836076,-28.50290797124603,-1.5100454746155703,-1.3550463406590938,Fact,Political,CT papers,"Operation Northwoods, a rumored plan by the Department of Defense to simulate acts of terrorism and to blame them on Cuba, really was proposed by high-level officials (though the plan never went into effect)."
